name,artist,id,added_at,added_by,length_seconds
Wishin' And Hopin',Dusty Springfield,1UBcwKIAUHo7BYAvae6yeA,2022-01-07T17:37:38Z,4077db4yencw87jr5ne6q3n9p,176
New Shoes,Paolo Nutini,265Anh9hGoozFigjUVLUeD,2022-01-19T15:40:00Z,4077db4yencw87jr5ne6q3n9p,203
He's Fine,The Secret Sisters,34iHUnhp0sZXdnpQLP43PI,2022-01-19T15:40:16Z,4077db4yencw87jr5ne6q3n9p,223
Kung Fu Fighting,Carl Douglas,40NRm1ZLvZpUSCUXAGGZ8J,2022-02-07T14:40:03Z,4077db4yencw87jr5ne6q3n9p,197
The Boys Are Back In Town,Thin Lizzy,4QEbXYWpDDWHzXNINdZlzW,2022-07-01T17:26:02Z,4077db4yencw87jr5ne6q3n9p,263
Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,2022-07-12T14:00:13Z,4077db4yencw87jr5ne6q3n9p,238
"Yes Sir, I Can Boogie",Baccara,2LScqpywMqGcnum6nNaxXX,2022-08-10T14:12:30Z,4077db4yencw87jr5ne6q3n9p,273
Real Wild Child (Wild One),Iggy Pop,6ZAwEE4kTdtvyE66iRhFxR,2022-08-18T12:25:30Z,4077db4yencw87jr5ne6q3n9p,218
The Passenger,Iggy Pop,15BQ7vEDv2LJuh8TxWIhtd,2022-09-01T08:33:09Z,4077db4yencw87jr5ne6q3n9p,283
Never Ever,All Saints,7ziHnshbknkpFLDW5yGBjO,2022-11-22T14:08:30Z,4077db4yencw87jr5ne6q3n9p,387
