name,artist,id,added_at,added_by
Quizassa,"Merrill Garbus, Roomful of Teeth, Brad Wells",1h363ul3AmbIVoU5yPQbbV,2018-11-03T07:54:20Z,aelladawg
Beginnings,"Roomful of Teeth, Glenn Kotche, Jeffrey Zeigler",41VoJSH3VLNn7gBqnehVkk,2018-12-16T20:43:56Z,aelladawg
Life Stepped In,Amy X Neuburg,5HJeUXVuYe6Ou76cDEQMMq,2019-01-11T23:38:30Z,aelladawg
Mothertongue: II. Shower,Nico Muhly,6M6R9u50xMBEhvxogYwuBT,2019-04-17T22:00:26Z,aelladawg
Teachers,Leonard Cohen,1SSk8p8JlSOXniecPGCyRW,2019-05-29T20:08:44Z,aelladawg
Fisher,Camel Power Club,4wvFbcXv7W7fXjpoyNYYdj,2019-05-29T20:25:14Z,aelladawg
We're Losing the Moon,Slow Meadow,5dWtEelncBSebgpold4yYu,2019-05-29T20:49:10Z,aelladawg
Doors of Destiny,"Beats Antique, Micha, Leighton",5noDb0qwndIpmWM5UKX2u1,2019-05-30T00:34:27Z,aelladawg
Needed,Rhye,5MHHcFRlO9LUP153GFHOk6,2019-05-30T01:09:04Z,aelladawg
Stars,Visti & Meyland,6UB895HYS3pnftcY4ckbDw,2019-06-06T22:44:00Z,aelladawg
Partita for Solo Double Bass: Movement II - Not Tasting,"Philip Glass, Robert Black",2g8iIORctp0lwT4LOdykOz,2019-06-10T01:32:27Z,aelladawg
Motion III,"Rone, Les Siècles, François-Xavier Roth, Vanessa Wagner",4hSOX7HQphK7jL6iQnRTTS,2019-06-14T00:13:12Z,aelladawg
It Billows Up,Sontag Shogun,230ZD768MR7BRjfyPJJxdG,2019-06-14T00:28:47Z,aelladawg
Ancestors,Björk,0wiEVhNAPwl6aqaalwfioP,2019-06-20T20:45:27Z,aelladawg
Death Is the Road to Awe (feat. Kronos Quartet),"Clint Mansell, Kronos Quartet",3RoQX4ou3qYEASsuC7YAWD,2019-06-20T20:45:45Z,aelladawg
Submarine,Björk,691Ufz2KH5qsgL0mmsTbjL,2019-06-20T20:48:26Z,aelladawg
Ether,IC3PEAK,76DAkogdxJEPQnWk9kzewp,2019-06-20T20:51:51Z,aelladawg
Gajumaru,Yaima,7cooh1IEHC8fXqsiCF25IF,2019-08-13T01:17:07Z,aelladawg
After Death - Orchestral Version,"Ben Frost, Royal Liverpool Philharmonic Orchestra, Robert Ames",0MvXtUkIB0JIMDJ0ShUlo8,2019-08-17T03:31:53Z,aelladawg
"Lotus Born, No Need to Fear","Laurie Anderson, Tenzin Choegyal, Jesse Paris Smith",4E6AUBjaDKJl4msm80JGgd,2019-08-23T17:44:16Z,aelladawg
Tuti,"Kalima, Satori",5b7hqRlbuqAA6LLA26M6qf,2019-08-27T23:27:05Z,aelladawg
And She Was,Talking Heads,5JwK7v6XhG0YgqDuCgzOy8,2019-09-09T18:01:50Z,aelladawg
The Pure and the Damned,"Oneohtrix Point Never, Iggy Pop",4x79863wyp2dhJOiZYKPZN,2019-09-19T21:22:14Z,aelladawg
FLORENCE - RAFAEL ANTON IRISARRI DECONSTRUCTION,"DAVID AUGUST, Rafael Anton Irisarri",1EWiNXk4elbLrlizcTJfXK,2019-09-28T23:34:15Z,aelladawg
The Conversation,Dictaphone,2McOF229ujfv3iz4aO5nxq,2019-11-04T19:55:49Z,aelladawg
Valentine My Funny,"F.S.Blumm, Nils Frahm",0g14q3zrGDf8GiVH8WnDl8,2019-11-10T01:40:50Z,aelladawg
