name,artist,id,added_at,added_by,length_seconds
Asking For It,Hole,5qpkqpn8Q57ULOiB4qL2cD,2019-10-14T13:10:31Z,dcgf1cskgtjkfyutncw14t2eu,209
Violet,Hole,6CHENx8iqzMwavTIz8s0gm,2019-10-14T13:10:39Z,dcgf1cskgtjkfyutncw14t2eu,204
Phantom Of The Opera,"Floor Jansen, Henk Poort",3bE9HgaGaFsHxI40zhLVac,2019-10-14T13:11:27Z,dcgf1cskgtjkfyutncw14t2eu,244
Inferno,Amaranthe,6bXie9wd4w6z9Nr4I9lPne,2019-10-14T13:12:23Z,dcgf1cskgtjkfyutncw14t2eu,192
Maximize,Amaranthe,43SK9pr4z0KjxCU6Urll9S,2019-10-14T13:12:28Z,dcgf1cskgtjkfyutncw14t2eu,190
Storm The Sorrow,Epica,1p3w6O74ZQ4I3hNwJbnO5R,2019-10-14T13:13:00Z,dcgf1cskgtjkfyutncw14t2eu,312
Disgust Me,New Years Day,2ycv4yMkvG6gGqow8DBDMi,2019-10-14T13:13:37Z,dcgf1cskgtjkfyutncw14t2eu,217
Cry for the Moon (The Embrace That Smothers Part 4),Epica,1wtIIAA91MNuq9jZeUD8zP,2019-10-14T13:47:19Z,dcgf1cskgtjkfyutncw14t2eu,406
Coffee,The Tale Untold,0rv3EVLjSX6VHBBjlwLMvn,2019-10-14T13:48:13Z,dcgf1cskgtjkfyutncw14t2eu,237
Missile,Dorothy,4gUteMcpbt8S7PMc5Wy6uS,2019-10-14T14:01:47Z,dcgf1cskgtjkfyutncw14t2eu,204
Tonight We Ride,Unleash The Archers,7N3zG2hOdQXwrsmU6qlsWi,2019-10-14T16:09:09Z,dcgf1cskgtjkfyutncw14t2eu,385
The World Is Yours,Arch Enemy,6tGyLydK5lNXz8Aw44wRj8,2019-10-14T16:09:46Z,dcgf1cskgtjkfyutncw14t2eu,293
White Lies - Original,Dream State,3hhMoKB6s5zu9YvcYvwdRq,2019-10-14T17:54:12Z,dcgf1cskgtjkfyutncw14t2eu,233
Make Me Wanna Die,The Pretty Reckless,2opyAm6zOyjR0An5LkblfN,2019-10-14T17:54:35Z,dcgf1cskgtjkfyutncw14t2eu,235
Goin' Down,The Pretty Reckless,5ZduoKCxXZQT5wmeLxaBRf,2019-10-14T17:54:51Z,dcgf1cskgtjkfyutncw14t2eu,215
"Thank You, Pain",The Agonist,0DNqmTzg21AVqL4WFDZ9OT,2019-10-14T19:06:57Z,dcgf1cskgtjkfyutncw14t2eu,224
